patient_id,filename,s3_key,exists,size_bytes,tifffile_ok,tifffile_error,openslide_ok,openslide_error
CH_L_409a,CAVG10489_2024-12-03_13-05-11_2024-12-03_12-54-07_V44A01-345_D1_CH_L_409a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-03_13-05-11_2024-12-03_12-54-07_V44A01-345_D1_CH_L_409a_vis.tif,True,23889438,True,,False,Unsupported or missing image file
CH_L_410a,CAVG10489_2024-12-03_13-05-11_2024-12-03_12-54-07_V44A01-345_A1_CH_L_410a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-03_13-05-11_2024-12-03_12-54-07_V44A01-345_A1_CH_L_410a_vis.tif,True,17768736,True,,False,Unsupported or missing image file
CH_L_410b,CAVG10489_2024-12-03_13-51-43_2024-12-03_13-39-51_V44A03-298_D1_CH_L_410b_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-03_13-51-43_2024-12-03_13-39-51_V44A03-298_D1_CH_L_410b_vis.tif,True,24506190,True,,False,Unsupported or missing image file
CH_L_411a,CAVG10489_2024-12-03_13-51-43_2024-12-03_13-39-51_V44A03-298_A1_CH_L_411a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-03_13-51-43_2024-12-03_13-39-51_V44A03-298_A1_CH_L_411a_vis.tif,True,22294460,True,,False,Unsupported or missing image file
CH_L_412a,CAVG10489_2024-12-06_11-48-06_2024-12-06_11-23-45_V44A03-348_D1_CH_L_412a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-06_11-48-06_2024-12-06_11-23-45_V44A03-348_D1_CH_L_412a_vis.tif,True,27006152,True,,False,Unsupported or missing image file
CH_L_413a,CAVG10489_2024-12-06_11-48-06_2024-12-06_11-23-45_V44A03-348_A1_CH_L_413a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-06_11-48-06_2024-12-06_11-23-45_V44A03-348_A1_CH_L_413a_vis.tif,True,26151762,True,,False,Unsupported or missing image file
CH_L_414a,CAVG10489_2024-12-10_15-37-13_2024-12-10_15-23-28_V44T20-359_A1_CH_L_414a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-10_15-37-13_2024-12-10_15-23-28_V44T20-359_A1_CH_L_414a_vis.tif,True,19174842,True,,False,Unsupported or missing image file
CH_L_414b,CAVG10489_2024-12-11_10-21-45_2024-12-11_10-05-57_V44T19-367_D1_CH_L_414b_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-11_10-21-45_2024-12-11_10-05-57_V44T19-367_D1_CH_L_414b_vis.tif,True,25438646,True,,False,Unsupported or missing image file
CH_L_414c,CAVG10489_2024-12-11_10-21-45_2024-12-11_10-05-57_V44T19-367_A1_CH_L_414c_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-11_10-21-45_2024-12-11_10-05-57_V44T19-367_A1_CH_L_414c_vis.tif,True,26213810,True,,False,Unsupported or missing image file
CH_L_415a,CAVG10489_2024-12-11_11-06-22_2024-12-11_10-57-13_V44T19-362_D1_CH_L_415a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-11_11-06-22_2024-12-11_10-57-13_V44T19-362_D1_CH_L_415a_vis.tif,True,27044634,True,,False,Unsupported or missing image file
CH_L_416a,CAVG10489_2024-12-11_11-06-22_2024-12-11_10-57-13_V44T19-362_A1_CH_L_416a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-11_11-06-22_2024-12-11_10-57-13_V44T19-362_A1_CH_L_416a_vis.tif,True,25336018,True,,False,Unsupported or missing image file
CH_L_417a,CAVG10489_2024-12-06_12-38-56_2024-12-06_12-28-11_V44A01-349_D1_CH_L_417a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-06_12-38-56_2024-12-06_12-28-11_V44A01-349_D1_CH_L_417a_vis.tif,True,27871990,True,,False,Unsupported or missing image file
CH_L_418a,CAVG10489_2024-12-06_12-38-56_2024-12-06_12-28-11_V44A01-349_A1_CH_L_418a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-06_12-38-56_2024-12-06_12-28-11_V44A01-349_A1_CH_L_418a_vis.tif,True,23254006,True,,False,Unsupported or missing image file
CH_L_419a,CAVG10489_2024-12-13_11-50-05_2024-12-13_11-33-30_V44T12-331_D1_CH_L_419a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-13_11-50-05_2024-12-13_11-33-30_V44T12-331_D1_CH_L_419a_vis.tif,True,26582810,True,,False,Unsupported or missing image file
CH_L_420a,CAVG10489_2024-12-17_12-44-54_2024-12-17_12-05-13_V44T13-300_D1_CH_L_420a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-17_12-44-54_2024-12-17_12-05-13_V44T13-300_D1_CH_L_420a_vis.tif,True,20178966,True,,False,Unsupported or missing image file
CH_L_420b,CAVG10489_2024-12-13_11-50-05_2024-12-13_11-33-30_V44T12-331_A1_CH_L_420b_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-13_11-50-05_2024-12-13_11-33-30_V44T12-331_A1_CH_L_420b_vis.tif,True,29386238,True,,False,Unsupported or missing image file
CH_L_421a,CAVG10489_2024-12-17_12-44-54_2024-12-17_12-05-13_V44T13-300_A1_CH_L_421a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-17_12-44-54_2024-12-17_12-05-13_V44T13-300_A1_CH_L_421a_vis.tif,True,20505878,True,,False,Unsupported or missing image file
CH_L_421b,CAVG10489_2024-12-13_12-40-40_2024-12-13_12-25-49_V44L24-370_D1_CH_L_421b_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-13_12-40-40_2024-12-13_12-25-49_V44L24-370_D1_CH_L_421b_vis.tif,True,28253022,True,,False,Unsupported or missing image file
CH_L_422a,CAVG10489_2024-12-13_12-40-40_2024-12-13_12-25-49_V44L24-370_A1_CH_L_422a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-13_12-40-40_2024-12-13_12-25-49_V44L24-370_A1_CH_L_422a_vis.tif,True,25297896,True,,False,Unsupported or missing image file
CH_L_423a,CAVG10489_2024-12-17_13-32-41_2024-12-17_13-20-44_V44T20-289_D1_CH_L_423a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-17_13-32-41_2024-12-17_13-20-44_V44T20-289_D1_CH_L_423a_vis.tif,True,27148162,True,,False,Unsupported or missing image file
CH_L_424a,CAVG10489_2024-12-17_13-32-41_2024-12-17_13-20-44_V44T20-289_A1_CH_L_424a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-17_13-32-41_2024-12-17_13-20-44_V44T20-289_A1_CH_L_424a_vis.tif,True,25199542,True,,False,Unsupported or missing image file
CH_L_425a,CAVG10489_2024-12-17_14-28-01_2024-12-17_14-20-31_V44T19-323_D1_CH_L_425a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-17_14-28-01_2024-12-17_14-20-31_V44T19-323_D1_CH_L_425a_vis.tif,True,28951982,True,,False,Unsupported or missing image file
CH_L_426a,CAVG10489_2024-12-17_14-28-01_2024-12-17_14-20-31_V44T19-323_A1_CH_L_426a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-17_14-28-01_2024-12-17_14-20-31_V44T19-323_A1_CH_L_426a_vis.tif,True,29027664,True,,False,Unsupported or missing image file
CH_L_427a,CAVG10489_2024-12-17_15-16-15_2024-12-17_15-08-01_V44T20-320_D1_CH_L_427a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-17_15-16-15_2024-12-17_15-08-01_V44T20-320_D1_CH_L_427a_vis.tif,True,27277074,True,,False,Unsupported or missing image file
CH_L_428a,CAVG10489_2024-12-17_15-16-15_2024-12-17_15-08-01_V44T20-320_A1_CH_L_428a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-17_15-16-15_2024-12-17_15-08-01_V44T20-320_A1_CH_L_428a_vis.tif,True,28367028,True,,False,Unsupported or missing image file
CH_L_429a,CAVG10489_2024-12-20_11-21-34_2024-12-20_11-07-00_V44T19-305_D1_CH_L_429a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-20_11-21-34_2024-12-20_11-07-00_V44T19-305_D1_CH_L_429a_vis.tif,True,28126388,True,,False,Unsupported or missing image file
CH_L_430a,CAVG10489_2024-12-20_11-21-34_2024-12-20_11-07-00_V44T19-305_A1_CH_L_430a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-20_11-21-34_2024-12-20_11-07-00_V44T19-305_A1_CH_L_430a_vis.tif,True,25490326,True,,False,Unsupported or missing image file
CH_L_431a,CAVG10489_2024-12-20_12-11-40_2024-12-20_11-57-23_V44T12-358_D1_CH_L_431a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-20_12-11-40_2024-12-20_11-57-23_V44T12-358_D1_CH_L_431a_vis.tif,True,23965880,True,,False,Unsupported or missing image file
CH_L_432a,CAVG10489_2024-12-20_12-11-40_2024-12-20_11-57-23_V44T12-358_A1_CH_L_432a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-20_12-11-40_2024-12-20_11-57-23_V44T12-358_A1_CH_L_432a_vis.tif,True,22791942,True,,False,Unsupported or missing image file
CH_L_433a,CAVG10489_2024-12-31_09-37-50_2024-12-31_09-13-04_V44U10-301_D1_CH_L_433a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-31_09-37-50_2024-12-31_09-13-04_V44U10-301_D1_CH_L_433a_vis.tif,True,29061106,True,,False,Unsupported or missing image file
CH_L_437a,CAVG10489_2024-12-31_09-37-50_2024-12-31_09-13-04_V44U10-301_A1_CH_L_437a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-31_09-37-50_2024-12-31_09-13-04_V44U10-301_A1_CH_L_437a_vis.tif,True,20780544,True,,False,Unsupported or missing image file
CH_L_437b,CAVG10489_2024-12-31_10-21-40_2024-12-31_10-11-56_V44U10-303_D1_CH_L_437b_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-31_10-21-40_2024-12-31_10-11-56_V44U10-303_D1_CH_L_437b_vis.tif,True,26092572,True,,False,Unsupported or missing image file
CH_L_438a,CAVG10489_2024-12-31_10-21-40_2024-12-31_10-11-56_V44U10-303_A1_CH_L_438a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-31_10-21-40_2024-12-31_10-11-56_V44U10-303_A1_CH_L_438a_vis.tif,True,27176704,True,,False,Unsupported or missing image file
CH_L_439a,CAVG10489_2024-12-31_11-03-51_2024-12-31_10-56-09_V44U10-395_D1_CH_L_439a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-31_11-03-51_2024-12-31_10-56-09_V44U10-395_D1_CH_L_439a_vis.tif,True,26401576,True,,False,Unsupported or missing image file
CH_L_439b,CAVG10489_2024-12-31_11-03-51_2024-12-31_10-56-09_V44U10-395_A1_CH_L_439b_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-31_11-03-51_2024-12-31_10-56-09_V44U10-395_A1_CH_L_439b_vis.tif,True,24354210,True,,False,Unsupported or missing image file
CH_L_440a,CAVG10489_2024-12-31_11-45-28_2024-12-31_11-38-15_V44M27-377_D1_CH_L_440a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-31_11-45-28_2024-12-31_11-38-15_V44M27-377_D1_CH_L_440a_vis.tif,True,29319088,True,,False,Unsupported or missing image file
CH_L_442a,CAVG10489_2024-12-31_11-45-28_2024-12-31_11-38-15_V44M27-377_A1_CH_L_442a_vis.tif,s3://pa-bjplnclqvp1ar8f36-ada854zrhbscx1tue369yzroowz4neuw1b-s3alias/784a9286-bbc1-4138-b83a-0bbdce7c079c/spatial_transcriptomics/Visium/image_files/CAVG10489_2024-12-31_11-45-28_2024-12-31_11-38-15_V44M27-377_A1_CH_L_442a_vis.tif,True,29053594,True,,False,Unsupported or missing image file
